id,weight,destinationHubId,priority
PKG-002181,430.40,WH-048,URGENT
PKG-002182,52.60,WH-097,URGENT
PKG-002183,471.04,WH-012,URGENT
PKG-002184,454.74, WH-062 ,LOW
PKG-002185,412.80,WH-002,LOW
PKG-002186,248.06,WH-053,urgent,
PKG-002187,30.12,WH-028,URGENT
PKG-002188,366.11,WH-046,STANDARD
PKG-002189,41.90,WH-091, STANDARD 
PKG-002190,396.57,WH-061,URGENT
PKG-002191,55.66,wh-051,URGENT
PKG-002192,493.52,WH-099,LOW
pkg-002193,303.18,,LOW
PKG-002194,464.37,WH-069,LOW
PKG-002195,24.56,WH-071,LOW
PKG-002196,333.23,WH-084,STANDARD
PKG-002197,88.51,WH-033,URGENT
PKG-002198,314.53,WH-017,URGENT
PKG-002199,286.48, WH-049 ,URGENT
PKG-002200,31.16,WH-048,LOW
 PKG-002201 ,474.20,WH-058,URGENT
PKG-002202,484.15,WH-058,URGENT
PKG-002203,398.58,WH-013,LOW
PKG-002204,476.66,WH-055,NONE
PKG-002205, 310.1219351387328 ,WH-088,URGENT
PKG-002206,261.86,WH-010,STANDARD
PKG-002207,307.83,WH-010,URGENT
PKG-002208,230.22,WH-019,VIP
PKG-002209,35.74,WH-007,STANDARD

PKG-002210,473.68,WH-028,STANDARD
PKG-002211,126.02,WH-094,LOW
PKG-002212,464.19,WH-076,URGENT
PKG-002213,54.83,WH-067,STANDARD
PKG-002214,453.17,WH-022,LOW
PKG-002215,128.52,WH-058,LOW
PKG-002216,247.5581045168778kg,WH-088,LOW
PKG-002217,82.79,WH-070,URGENT
PKG-002218,218.44,WH-091,VIP
PKG-002219,316.68,WH-009,LOW
PKG-002220,232.45, WH-006 ,URGENT
PKG-002221,159.95,WH-012,LOW
PKG-002222,220.13,WH-083,LOW
PKG-002223,62.41, WH-012 ,LOW,
PKG-002224,219.09,WH-065,URGENT
PKG-002225,40.19,WH-041,LOW
pkg-002226,468.38,WH-047,STANDARD
PKG-002227,365.74,WH-008,LOW
PKG-002228,263.11,WH-040,CRITICAL
PKG-002229,126.45,WH-024,urgent
PKG-002230,421.64,wh-078,STANDARD
pkg-002231,129.29,WH-090,URGENT
PKG-002232,85.49,WH-096,LOW
PKG-002233,196.69,,URGENT
PKG-002234,53.40,WH-041,STANDARD
PKG-002235,486.71,WH-063,low
PKG-002236,495.78,WH-042,URGENT
PKG-002237,353.13,WH-002,STANDARD
PKG-002238,402.62,WH-080,STANDARD
pkg-002239,55.83,WH-081,URGENT
PKG-002240,465.33,WH-060,STANDARD
PKG-002241,218.86,WH-080
PKG-002242,3.90,,urgent
PKG-002243,37.97,WH-076,LOW
PKG-002244,490.15,WH-091,URGENT
 PKG-002245 , 252.32748803623508 ,WH-039,URGENT
PKG-002246,170.86,WH-039,STANDARD
PKG-002247, 424.3312070731437 ,WH-024,LOW
PKG-002248,366.57,WH-058,
PKG-002249,152.49,WH-006,URGENT
PKG-002250,192.98,WH-057,STANDARD
PKG-002251,319.31,WH-074,STANDARD
PKG-002252,388.09,wh-057,STANDARD
PKG-002253,71.68,WH-048,URGENT
PKG-002254, 14.115470552576374 ,WH-033,LOW
PKG-002255,99.87,WH-060,URGENT
 PKG-002256 ,417.85,WH-065, URGENT 
PKG-002257,315.72,WH-064,LOW
PKG-002258,161.08,WH-024,standard
PKG-002259,351.21,WH-043,STANDARD
PKG-002260,340.43,WH-028,urgent
PKG-002261,243.48,WH-064,LOW
pkg-002262,151.77,WH-084,URGENT
PKG-002263,115.67,WH-080,LOW
PKG-002264,449.28,WH-094,LOW
 PKG-002265 ,169.61,WH-078,standard
PKG-002266,111.14, WH-026 ,STANDARD
PKG-002267,175.79,wh-044,STANDARD

PKG-002268,195.17,WH-040, STANDARD ,
PKG-002269,198.14, WH-017 ,
PKG-002270,403.82,WH-080,STANDARD
PKG-002271,395.21,WH-050, LOW 
PKG-002272,114.53,WH-046,urgent
PKG-002273,148.09,,LOW
PKG-002274,260.13,WH-023,STANDARD
PKG-002275,277.83,WH-038,STANDARD
PKG-002276,172.36,WH-040,URGENT
PKG-002277,367.23,WH-072,LOW
PKG-002278,61.47,WH-037,STANDARD
PKG-002279,129.12,WH-098,URGENT
PKG-002280,203.94,WH-068,STANDARD
PKG-002281,265.36,WH-100,URGENT
PKG-002282,N/A,WH-007,LOW
PKG-002283,20.94,WH-012,URGENT
PKG-002284,362.60,WH-085,LOW
PKG-002285,379.01,,STANDARD
PKG-002286,249.39,WH-001,LOW
PKG-002287,191.89,WH-045,URGENT
PKG-002288,6.32, WH-070 ,URGENT
PKG-002289,102.01,WH-092,STANDARD
PKG-002290,29.44,WH-018,low
PKG-002291,480.11,WH-079,URGENT
PKG-002292,29.50,WH-037,URGENT
PKG-002293,425.19,WH-034,URGENT
PKG-002294,365.17,WH-090,URGENT
PKG-002295,25.03,WH-028,LOW
PKG-002296,26.75,WH-039,URGENT
PKG-002297,498.38,WH-082,STANDARD
PKG-002298,255.10,WH-067,CRITICAL
PKG-002299,30.02, WH-099 ,STANDARD
PKG-002300,480.54,WH-082,LOW
PKG-002301,428.88,WH-001,URGENT
PKG-002302,447.30,, LOW 
PKG-002303,453.79,WH-018,URGENT
PKG-002304,144.62,WH-090,LOW
PKG-002305,419.58,WH-030,LOW
PKG-002306,,WH-075,URGENT
PKG-002307,425.97,WH-021,EXPRESS
PKG-002308,33.43,wh-060,LOW
PKG-002309,315.31,WH-087,LOW
PKG-002310,122.29,WH-082,URGENT
PKG-002311,432.79,WH-081,URGENT
PKG-002312,484.98,WH-004,LOW

PKG-002313,363.26,WH-061,STANDARD
pkg-002314,199.09,WH-082,URGENT
PKG-002315,345.70,wh-074,URGENT
PKG-002316,145.01, WH-039 ,STANDARD
PKG-002317,412.81,WH-082,STANDARD
pkg-002318,494.49,WH-001,URGENT
PKG-002319,74.01, WH-005 ,LOW
PKG-002320,163.32, WH-004 ,
PKG-002321,null,WH-026,STANDARD
PKG-002322,329.82,WH-059,STANDARD
pkg-002323,118.26,WH-049,LOW
PKG-002324,402.76,WH-094,URGENT
 PKG-002325 ,135.52,WH-060,STANDARD
PKG-002326,78.43,WH-098,low
PKG-002327,312.4226544282056kg,,LOW
PKG-002328,241.53,WH-069
PKG-002329,null,WH-093,LOW
PKG-002330,202.61,WH-008,STANDARD
PKG-002331,279.66,WH-013,LOW
PKG-002332,363.28,WH-019,LOW
PKG-002333,496.22,wh-031,LOW
PKG-002334,68.43,WH-063,low
PKG-002335,226.03,WH-064,STANDARD
PKG-002336,424.90,WH-069,STANDARD
PKG-002337,160.66,WH-085,LOW
PKG-002338,462.58,WH-034,URGENT
PKG-002339,477.18,WH-028,LOW
PKG-002340,85.15,WH-083,LOW
PKG-002341,276.02,WH-042,LOW
PKG-002342, 78.1391330462257 ,WH-089,URGENT
pkg-002343,290.84,WH-009,URGENT
PKG-002344,467.26,WH-015,STANDARD
pkg-002345,57.59,wh-100,URGENT
PKG-002346,60.27, WH-011 ,LOW
 PKG-002347 ,262.05,,LOW

PKG-002348,471.08, WH-087 ,LOW
PKG-002349,185.29,wh-072,URGENT
PKG-002350,333.43,WH-046,STANDARD
PKG-002351,13.11,WH-049,STANDARD
PKG-002352,292.14,WH-060,STANDARD
PKG-002353,23.02,WH-091,STANDARD
PKG-002354,154.16,WH-014,LOW
PKG-002355,128.27,WH-033,STANDARD
PKG-002356,21.74,WH-085,LOW
PKG-002357,210.05,WH-094,urgent
PKG-002358,38.00,WH-086,low
PKG-002359,208.02, WH-050 ,LOW
pkg-002360,27.82,WH-002,LOW
PKG-002361,235.07,WH-092,URGENT
PKG-002362,170.23, WH-051 ,LOW
PKG-002363,478.79,WH-004,STANDARD
PKG-002364,464.05,,URGENT
PKG-002365,455.18,WH-006,STANDARD
PKG-002366,257.83,WH-047,STANDARD
PKG-002367,276.94,WH-093,URGENT
PKG-002368,169.47,WH-089,STANDARD
PKG-002369,312.20,WH-075,NONE
,422.76,WH-080,LOW
PKG-002371,N/A,WH-072,low
PKG-002372,454.87,WH-053,low
PKG-002373,375.12,WH-029,STANDARD
PKG-002374,374.49,WH-019,STANDARD
pkg-002375,223.33,WH-099,URGENT
PKG-002376,84.78,WH-080, STANDARD 
PKG-002377,404.74,wh-053,URGENT
PKG-002378,399.32,WH-070,STANDARD
PKG-002379,null,WH-048,STANDARD
PKG-002380,442.86,WH-046,urgent
PKG-002381,478.70,WH-072,URGENT
PKG-002382, 429.87235088785843 ,WH-019,URGENT
 PKG-002383 ,322.14,WH-003,STANDARD
PKG-002384,135.69,WH-027,LOW
PKG-002385,309.84,WH-088,LOW
PKG-002386,266.55,WH-063,STANDARD

PKG-002387,51.21,WH-042,CRITICAL
PKG-002388,87.04,WH-018,URGENT
PKG-002389,417.33,WH-027,STANDARD
PKG-002390,275.87,WH-026,LOW
PKG-002391,445.28,WH-059,STANDARD
PKG-002392,206.48,WH-072,STANDARD
 PKG-002393 ,455.34,WH-085,URGENT
PKG-002394,272.70,WH-094,STANDARD
PKG-002395,239.02,WH-025,CRITICAL
 PKG-002396 ,321.93,WH-080,URGENT
PKG-002397,383.31,WH-017,LOW
PKG-002398,286.84,WH-064,LOW
PKG-002399,482.63,WH-006,LOW
PKG-002400,239.78,WH-045,STANDARD
pkg-002401,463.72,WH-033,LOW
PKG-002402,197.05,WH-027,LOW
PKG-002403,56.94,WH-007,LOW
PKG-002404,431.34,WH-073,urgent
PKG-002405,26.87,WH-039,URGENT
PKG-002406,154.31,wh-044,low
,5.85,WH-017,URGENT
PKG-002408,217.45,WH-093,URGENT
PKG-002409,207.57,WH-077,URGENT
PKG-002410,253.81,WH-030,NONE
PKG-002411,42.46,WH-068,LOW
PKG-002412,304.63,WH-043,STANDARD
pkg-002413,278.01,WH-068,STANDARD
PKG-002414,105.68,WH-044
PKG-002415,310.68,WH-044,STANDARD
PKG-002416,10.39,WH-059,STANDARD
PKG-002417,250.63,WH-002,STANDARD
PKG-002418, 328.6302791436379 ,WH-050,STANDARD
PKG-002419,101.01,WH-025,STANDARD
PKG-002420,162.53,WH-014,URGENT
PKG-002421,44.32,WH-087,LOW
PKG-002422,99.55,WH-024,STANDARD
PKG-002423,147.45,WH-017,STANDARD
PKG-002424,100.01,WH-040,urgent
PKG-002425,494.89,WH-050,STANDARD
PKG-002426,497.78,wh-080,URGENT
PKG-002427,20.42,WH-077,LOW
PKG-002428,21.61,, URGENT 
pkg-002429,174.62,WH-093,URGENT
PKG-002430,59.41,WH-052,STANDARD
PKG-002431,247.79,WH-003,LOW
PKG-002432,229.38,WH-014, LOW 
PKG-002433,427.83,WH-001, STANDARD 
PKG-002434,287.84,WH-008,LOW
PKG-002435,378.07,WH-057,LOW
,420.46,WH-014,LOW
PKG-002437,392.56,WH-040,LOW
PKG-002438,N/A,WH-051,LOW
PKG-002439,286.62,WH-033,URGENT
PKG-002440,39.58,WH-037,URGENT
PKG-002441,426.01,WH-028,URGENT
PKG-002442,346.39,WH-094,LOW
PKG-002443,250.42,WH-050,URGENT
PKG-002444, 300.5302965633988 ,WH-081,URGENT
PKG-002445,427.31,WH-015,urgent
PKG-002446,78.11,WH-038,URGENT
PKG-002447,289.93,WH-078,LOW
 PKG-002448 ,246.35,WH-096,LOW
PKG-002449,8.87,WH-073,STANDARD
PKG-002450,234.96,WH-099,URGENT
PKG-002451,341.60,WH-023,NONE
PKG-002452,248.93,WH-070,LOW
PKG-002453,473.55,WH-004,LOW
PKG-002454,95.00,WH-025,LOW
 PKG-002455 ,null,WH-031
PKG-002456,13.92,WH-038, URGENT 
PKG-002457,296.58,WH-034,URGENT
PKG-002458,418.56,WH-029, LOW 
PKG-002459,63.63,WH-023,LOW
PKG-002460,331.07,WH-056,LOW
pkg-002461,374.76,WH-033,LOW
PKG-002462,239.09,WH-020,URGENT
PKG-002463,495.13,WH-027,STANDARD
PKG-002464,89.13,WH-026,CRITICAL
pkg-002465,357.75,WH-097,URGENT
PKG-002466,70.84,WH-096,URGENT
PKG-002467,162.67,WH-063,LOW

PKG-002468,430.15,WH-096,URGENT
PKG-002469,272.67,wh-049,EXPRESS
PKG-002470,368.88,,URGENT
PKG-002471,16.45,,STANDARD

PKG-002472,19.15,WH-087,EXPRESS
PKG-002473,349.90,WH-043,URGENT
PKG-002474,48.12,WH-041,LOW
PKG-002475,230.76,WH-080,URGENT
PKG-002476,294.95,WH-047,LOW
PKG-002477,215.26,WH-031,LOW
PKG-002478,137.21,WH-034,STANDARD
PKG-002479,248.57,WH-040,STANDARD
PKG-002480,314.86,WH-081,URGENT
PKG-002481,387.11,WH-033,STANDARD
PKG-002482,150.04,WH-035, URGENT 
PKG-002483,233.30,WH-010,NONE,
PKG-002484,298.16,WH-087,URGENT
PKG-002485,234.18,WH-009,URGENT,
pkg-002486,35.79213614406463kg,WH-055,LOW
PKG-002487,247.79,WH-097,LOW
PKG-002488,482.95,WH-098,STANDARD
PKG-002489,243.64,WH-097,STANDARD
PKG-002490,250.70,WH-015,STANDARD
PKG-002491,156.05,WH-020,STANDARD
PKG-002492,N/A,WH-088,STANDARD
PKG-002493, 52.49868015505111 ,WH-036,URGENT
PKG-002494,225.51,WH-080,LOW
PKG-002495,260.56,WH-020,STANDARD
PKG-002496,225.99,WH-100,LOW
PKG-002497,281.41,WH-078,standard
 PKG-002498 ,208.97,WH-013,LOW
pkg-002499,2.60,WH-051,LOW
PKG-002500,372.98,WH-036,URGENT
 PKG-002501 ,228.07,WH-050,STANDARD
,18.77,WH-084,LOW
PKG-002503,260.59,WH-081,LOW
PKG-002504,356.58,WH-082,STANDARD
PKG-002505,121.36,WH-012,URGENT
PKG-002506,188.66,WH-066,STANDARD
PKG-002507,397.28,wh-070,STANDARD
PKG-002508,110.91,WH-064,URGENT
PKG-002509,320.60,WH-058, LOW 
PKG-002510,418.33,WH-063,LOW
PKG-002511,172.15,wh-006,URGENT
PKG-002512,226.42,WH-016,standard
PKG-002513,122.20,wh-006,URGENT
PKG-002514,356.58,WH-045, URGENT ,
PKG-002515,,WH-082,URGENT
PKG-002516,184.49,wh-003,URGENT
PKG-002517,153.95,WH-020,URGENT
PKG-002518,4.31,WH-040,URGENT
PKG-002519,310.97,WH-061,low
PKG-002520,325.88,WH-093,LOW
PKG-002521,396.78,WH-087,STANDARD
PKG-002522,416.08,WH-006,CRITICAL
PKG-002523,399.15,WH-031,STANDARD
PKG-002524,473.28,WH-054,STANDARD
pkg-002525,143.67,WH-022,STANDARD
PKG-002526,367.30,WH-027,URGENT
PKG-002527,464.49,WH-005,LOW
PKG-002528,255.45,WH-003,standard
PKG-002529,385.82,WH-099,STANDARD
PKG-002530,145.84,WH-059,LOW
 PKG-002531 ,180.14,WH-067,STANDARD
PKG-002532,125.92, WH-100 ,URGENT
PKG-002533,35.75,WH-001,STANDARD
PKG-002534,89.30417935251782kg,WH-090,LOW
 PKG-002535 ,84.06,WH-093,URGENT
 PKG-002536 ,340.93,wh-099,STANDARD
PKG-002537,63.76,WH-041,STANDARD
PKG-002538,381.66,WH-083,URGENT
PKG-002539,485.84,WH-086,
PKG-002540,,WH-003,URGENT
PKG-002541,315.47,WH-051,LOW,
PKG-002542,341.68,WH-015,URGENT
PKG-002543,451.38, WH-006 ,low
PKG-002544,196.38, WH-012 ,LOW
pkg-002545,351.45,WH-067,LOW
PKG-002546,124.40,WH-004,STANDARD
PKG-002547,348.65,WH-021,LOW
PKG-002548,120.71,WH-021,CRITICAL
PKG-002549,451.31,WH-009,URGENT
pkg-002550,70.67, WH-057 ,URGENT
PKG-002551,118.79,WH-076,URGENT
PKG-002552,412.81,WH-059,LOW
 PKG-002553 ,189.49, WH-001 ,URGENT
PKG-002554,444.00,WH-094,URGENT
PKG-002555,424.02,WH-006, STANDARD 
 PKG-002556 ,406.71,WH-071,LOW
pkg-002557,72.63,WH-029,LOW
PKG-002558,415.80,WH-081,LOW
PKG-002559,82.91,WH-074,STANDARD
PKG-002560,420.25,WH-041,LOW
PKG-002561,127.78,WH-022,URGENT
PKG-002562,270.15,WH-087,LOW
PKG-002563,30.75, WH-034 ,LOW
PKG-002564,251.48, WH-022 ,LOW
PKG-002565,359.13,WH-070,STANDARD

PKG-002566,205.87,WH-085,STANDARD

PKG-002567,183.69,WH-090,URGENT
PKG-002568,434.33,WH-025,URGENT
PKG-002569, 201.72333043001612 ,WH-085,LOW
PKG-002570,148.52,WH-033, STANDARD 
PKG-002571,407.08,WH-034,low
PKG-002572,436.30,WH-014,LOW
PKG-002573,76.62,WH-064,STANDARD
PKG-002574,276.55,WH-042,URGENT
pkg-002575,162.63,WH-013,STANDARD
PKG-002576,63.73,WH-081,STANDARD
PKG-002577,129.50,WH-081,URGENT
PKG-002578,375.33,WH-015,STANDARD
PKG-002579,62.34,WH-002,LOW
PKG-002580,127.50,wh-031,LOW
pkg-002581,318.73,WH-046,LOW
PKG-002582,56.45,wh-017,LOW
pkg-002583,204.26,WH-051,LOW
PKG-002584,398.61,WH-033,LOW
PKG-002585,466.69,WH-069,STANDARD
PKG-002586,146.81,WH-080,VIP
PKG-002587,418.98,WH-068,LOW
PKG-002588,208.08,WH-065,urgent
PKG-002589,156.72,WH-087,STANDARD

PKG-002590,467.02,WH-038,URGENT
PKG-002591,318.00,WH-066,LOW
PKG-002592,381.83,WH-008,LOW
pkg-002593,395.67,WH-077,LOW
PKG-002594,null,WH-065,URGENT
,398.71,WH-020,URGENT
pkg-002596,285.18,WH-093,low
PKG-002597,7.08,WH-018,STANDARD
PKG-002598,251.89,WH-046,STANDARD
pkg-002599,51.74,WH-065,LOW
PKG-002600,116.51,WH-083,STANDARD
pkg-002601,369.08,WH-084,URGENT
PKG-002602,412.39,wh-022,URGENT
PKG-002603,412.37,WH-024,STANDARD
PKG-002604,98.99,WH-076,STANDARD
PKG-002605,197.27,wh-036,STANDARD
 PKG-002606 ,53.12,WH-025,LOW
PKG-002607,227.69,WH-017,LOW,
PKG-002608,342.78,WH-022,LOW
PKG-002609,326.39,WH-042,URGENT
PKG-002610,67.65,WH-036,URGENT
PKG-002611,495.30,WH-046,STANDARD
,172.07,WH-002,STANDARD
PKG-002613,258.89,WH-009,URGENT
PKG-002614,null,WH-075,URGENT
pkg-002615,318.38,WH-034, URGENT 
PKG-002616,120.10,WH-087,URGENT
PKG-002617, 239.46863423270125 ,WH-075,STANDARD
PKG-002618,404.45,WH-039,URGENT
PKG-002619,181.42,WH-093,URGENT
PKG-002620,76.74,WH-044,LOW
PKG-002621,184.61,WH-068,
,,WH-058,URGENT
,125.38,WH-096,STANDARD
PKG-002624,246.58,WH-056,STANDARD
PKG-002625,399.33,WH-053
PKG-002626,151.86,WH-019,STANDARD
PKG-002627,211.58,WH-081,EXPRESS
PKG-002628,64.60,WH-017,STANDARD
PKG-002629,N/A,WH-047,LOW
PKG-002630,84.64,WH-090,LOW
PKG-002631,43.03,WH-070,VIP
PKG-002632,116.08552277413133kg,WH-011,LOW
PKG-002633,56.31,WH-001,LOW
PKG-002634,193.85,wh-069,URGENT
PKG-002635,229.88,WH-092,STANDARD
PKG-002636,7.94,WH-076,STANDARD
PKG-002637,57.82,WH-075,LOW
PKG-002638,359.10,WH-017,URGENT
PKG-002639,485.83,WH-059,STANDARD
PKG-002640,190.26,WH-025,URGENT
PKG-002641,175.58,WH-094,URGENT
PKG-002642,14.05,WH-085,LOW

PKG-002643,179.19,WH-039,CRITICAL
PKG-002644,148.87,WH-037,STANDARD
PKG-002645,220.54,WH-067, STANDARD 
PKG-002646,423.64,WH-096,STANDARD
PKG-002647,259.10,WH-005,STANDARD
PKG-002648,233.35,WH-086, LOW 
PKG-002649,348.84,WH-059,STANDARD
PKG-002650,378.39,,URGENT
PKG-002651,320.99,WH-094,LOW
PKG-002652,449.09,wh-033,STANDARD
PKG-002653,107.77,WH-075,URGENT
PKG-002654,401.44,WH-059,LOW
PKG-002655,159.03,WH-051,LOW
PKG-002656,47.48,WH-056,URGENT
PKG-002657,69.20,WH-005,STANDARD
PKG-002658,281.64,WH-002, LOW 
PKG-002659,391.80, WH-040 ,VIP
PKG-002660,255.88,WH-060, STANDARD 
PKG-002661,429.15,WH-005,NONE
PKG-002662,null,WH-087, URGENT 
PKG-002663,193.75,WH-091,LOW
PKG-002664,245.44,WH-082
PKG-002665,N/A,WH-034,CRITICAL
PKG-002666,99.41,WH-039,LOW
PKG-002667,454.48,WH-098,URGENT
PKG-002668,484.68,WH-043,STANDARD
PKG-002669,228.57,WH-024,LOW
PKG-002670,247.37,WH-097,URGENT
PKG-002671,463.10,WH-009,STANDARD
PKG-002672,131.79,WH-056,STANDARD
PKG-002673,300.21,WH-053,LOW
PKG-002674,470.30,WH-006,STANDARD
PKG-002675,251.54,WH-064
PKG-002676,471.56,WH-014,URGENT
PKG-002677,401.90,WH-097,LOW
 PKG-002678 ,293.55, WH-100 ,LOW
PKG-002679,66.79,WH-019,STANDARD
PKG-002680,478.66,WH-088,URGENT
PKG-002681,155.75,WH-087,LOW
PKG-002682,69.06,WH-007,STANDARD
PKG-002683,91.13,WH-052,URGENT
PKG-002684,26.13,WH-072,STANDARD
PKG-002685,409.25,WH-086,STANDARD
PKG-002686,16.94,WH-016,STANDARD
PKG-002687,302.45,WH-016,LOW
PKG-002688,,WH-061, LOW 
PKG-002689,292.13,WH-096,LOW
PKG-002690,2.33,WH-068,STANDARD
PKG-002691,245.41,WH-059,STANDARD
PKG-002692,300.15,WH-080,LOW
PKG-002693,395.37,WH-007,LOW
PKG-002694,390.95, WH-001 ,URGENT
PKG-002695,446.07,WH-097,NONE
pkg-002696,289.53,WH-017,standard
PKG-002697,461.71,WH-030,LOW
PKG-002698,232.74,WH-081,URGENT
PKG-002699,294.24,WH-030,STANDARD
pkg-002700,468.40,WH-086,URGENT
,275.77,WH-029,URGENT
PKG-002702,61.05,WH-010,standard
PKG-002703,384.52,WH-089,STANDARD
PKG-002704,302.56,WH-051,STANDARD
pkg-002705,50.09,WH-092,URGENT
PKG-002706,291.53,WH-067,URGENT
PKG-002707,417.71,WH-043,STANDARD
PKG-002708,473.79,WH-006,LOW
PKG-002709,403.93,WH-073,LOW
PKG-002710,288.24,WH-063,LOW
PKG-002711,266.12,WH-079,STANDARD
PKG-002712,238.051517728782kg,WH-098,LOW
PKG-002713,303.34,WH-076,URGENT
PKG-002714, 175.42055242550882 ,WH-056,
PKG-002715,131.81,WH-086,STANDARD
PKG-002716,349.61,WH-030, STANDARD 
PKG-002717,251.41,, STANDARD 
PKG-002718,342.09,WH-070,URGENT
pkg-002719,23.85,WH-076,URGENT
PKG-002720,215.61,WH-043,EXPRESS
PKG-002721,483.35,WH-098,LOW
 PKG-002722 ,485.04,WH-096,STANDARD
PKG-002723,198.53,,STANDARD
PKG-002724,255.64,WH-056,LOW,
PKG-002725,188.84,WH-050,STANDARD
PKG-002726,91.18,WH-042,URGENT
PKG-002727,455.52,WH-080,LOW
PKG-002728,170.02,WH-049,LOW
PKG-002729,260.15,WH-048,STANDARD
PKG-002730,19.71,WH-010,URGENT
PKG-002731,475.79,WH-025, URGENT 
PKG-002732,138.19,WH-011,STANDARD
PKG-002733,256.96,WH-091,LOW
PKG-002734,436.66,WH-001,VIP
PKG-002735,250.77,WH-020,LOW
PKG-002736,286.46,WH-012,LOW
PKG-002737,412.44,WH-091,URGENT
PKG-002738,292.07,WH-090,URGENT
pkg-002739,165.85,WH-092,URGENT
PKG-002740,318.36,WH-004,STANDARD
pkg-002741,349.85,WH-061,STANDARD
PKG-002742,137.59,wh-017,STANDARD
PKG-002743,172.46, WH-039 ,URGENT
PKG-002744,273.45,WH-030,LOW
PKG-002745,373.14, WH-041 ,URGENT
PKG-002746,151.12,WH-044,URGENT
PKG-002747,0.31,,URGENT

PKG-002748,291.51,WH-084,LOW
PKG-002749,106.48,WH-090,URGENT
PKG-002750,219.88,wh-071,URGENT
PKG-002751,442.15, WH-033 ,STANDARD
PKG-002752,290.32,WH-076,URGENT
PKG-002753,155.99,wh-014,URGENT
PKG-002754,482.62,WH-069,URGENT
PKG-002755,451.20, WH-052 ,LOW
PKG-002756,9.01,WH-088,URGENT
PKG-002757,387.99,WH-058,LOW
PKG-002758,173.66,WH-025,STANDARD
PKG-002759,103.52,WH-093,LOW
PKG-002760,416.87,WH-026,LOW
PKG-002761,181.70,WH-032,STANDARD
PKG-002762,255.82,WH-045,LOW
PKG-002763,202.74,WH-051,URGENT
PKG-002764,142.17,WH-061,STANDARD
PKG-002765,484.60,WH-034
PKG-002766,165.54,WH-001,URGENT
PKG-002767,468.52,WH-072,STANDARD,
PKG-002768,455.77,WH-086,EXPRESS
PKG-002769,247.66,WH-024,STANDARD
PKG-002770,220.08,WH-093,URGENT
PKG-002771,189.58,WH-020,LOW
PKG-002772,85.91,WH-070,STANDARD
PKG-002773,169.30,WH-013,STANDARD
PKG-002774,271.95,WH-008,STANDARD
pkg-002775,441.15,WH-002,LOW
PKG-002776,404.58, WH-059 ,STANDARD
PKG-002777,333.02,WH-093,STANDARD
PKG-002778,430.24,WH-056,URGENT
PKG-002779,103.44,WH-005,STANDARD
PKG-002780,268.17,WH-068, NONE 
PKG-002781,372.74,WH-082,LOW
PKG-002782,145.36,WH-069,URGENT
PKG-002783,333.08,WH-016,standard
PKG-002784,29.90, WH-047 ,LOW
PKG-002785,476.49,WH-009,URGENT
PKG-002786,229.04,WH-088,urgent,
PKG-002787,178.20,WH-037, LOW 
PKG-002788,141.12,wh-036,URGENT
PKG-002789,24.99,WH-045,LOW
PKG-002790,473.72,WH-063,CRITICAL
PKG-002791,133.66,WH-026,STANDARD
PKG-002792,52.85,wh-027,LOW
PKG-002793,279.21,WH-084,URGENT
PKG-002794, 37.11041432470075 ,WH-033,URGENT
PKG-002795,257.95,WH-053,STANDARD
PKG-002796,139.86,WH-006,STANDARD
PKG-002797,416.22,WH-027,URGENT
 PKG-002798 ,441.89,WH-001,URGENT
PKG-002799,190.86,WH-039,STANDARD
PKG-002800,350.00,WH-018,STANDARD
PKG-002801,456.34,WH-058,URGENT
PKG-002802,419.08,WH-009,EXPRESS
PKG-002803,91.77,WH-003,LOW
PKG-002804,112.90,WH-095,standard
PKG-002805,396.67,WH-013,URGENT
PKG-002806,52.99,WH-092,LOW
PKG-002807,93.35,WH-003,STANDARD
PKG-002808,462.67,WH-023,URGENT
PKG-002809,144.49,WH-073,URGENT
PKG-002810,82.09,WH-006,LOW
PKG-002811,375.68,WH-099,STANDARD
PKG-002812,317.29,WH-045,LOW
PKG-002813,N/A,WH-083,URGENT
PKG-002814,482.33,WH-027,LOW

PKG-002815,21.67,WH-056,STANDARD
PKG-002816,139.10,WH-060,URGENT
PKG-002817,473.31,,STANDARD
PKG-002818,492.85,WH-091,STANDARD
PKG-002819,344.58,WH-062,URGENT
PKG-002820,382.64,WH-034,LOW
pkg-002821,253.14,WH-087,low
PKG-002822,61.96,WH-013,standard
pkg-002823,483.42,WH-079,URGENT
PKG-002824,39.99,WH-051,URGENT
PKG-002825,319.95,WH-077,VIP
PKG-002826,6.53,WH-018,LOW
PKG-002827,499.21,WH-023,STANDARD
PKG-002828,378.28, WH-033 ,LOW
PKG-002829,252.43, WH-049 ,STANDARD
PKG-002830,N/A,WH-022, URGENT 
PKG-002831,482.42,WH-037,LOW
PKG-002832,153.93,WH-059,STANDARD
PKG-002833,315.35,WH-028,URGENT
PKG-002834,158.09,WH-028,LOW
PKG-002835,139.50,WH-048,URGENT,
PKG-002836,55.32,WH-059,LOW
PKG-002837,360.70,WH-057,,
PKG-002838,,WH-004,URGENT
PKG-002839,183.05,WH-083,URGENT
PKG-002840,204.08,WH-088,STANDARD
PKG-002841,357.02,WH-093,STANDARD
pkg-002842,312.32,WH-085,STANDARD
PKG-002843,,WH-030,URGENT
PKG-002844,34.86,WH-097,LOW
